Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume
2022-12-12,142.7,144.5,141.06,144.49,70462654,247.445,252.54,247.17,252.51,30665069,92.71,93.56,91.61,93.31,29009013,170.37,175.38,167.97,175.35,45732780,89.21,90.58,87.87,90.55,61999762
2022-12-13,149.5,149.9692,144.24,145.47,93886161,261.69,263.915,253.07,256.92,42196884,97.76,99.53,95.03,95.63,40593656,185.31,187.9,177.11,180.72,65658876,95.23,96.25,90.52,92.49,100212038
2022-12-14,145.35,146.655,141.16,143.21,82291182,257.13,262.588,254.31,257.22,35410933,95.2,96.87,93.6,95.07,28733599,179.87,182.52,174.2,176.74,49688810,92.502,93.4581,89.87,91.58,70298006
2022-12-15,141.11,141.8,136.025,136.5,98931907,253.72,254.2,247.34,249.01,35568093,93.13,93.64,90.01,90.86,40107033,171.46,173.2,167.0,169.52,47854210,89.89,89.97,87.47,88.45,84802877
2022-12-16,136.685,137.65,133.73,134.51,160156900,248.55,249.84,243.51,244.69,86101994,90.76,91.33,89.52,90.26,58011847,168.642,170.41,164.1,165.71,47823193,88.265,89.35,86.73,87.86,146144064
2022-12-19,135.11,135.2,131.32,132.37,79592614,244.86,245.21,238.71,240.45,29696436,90.255,90.56,88.21,88.44,29493030,165.72,166.09,161.45,162.54,35403877,87.51,87.63,84.51,84.92,83531460
2022-12-20,131.39,133.25,129.89,132.3,77432819,239.4,242.91,238.42,241.8,25150802,88.11,89.175,87.4401,89.02,23453836,160.64,163.1,158.52,160.85,40325979,85.33,86.61,84.33,85.19,74348301
2022-12-21,132.98,136.81,132.75,135.45,85927993,241.69,245.615,240.11,244.43,23690607,89.08,90.22,88.32,89.58,24745637,161.14,166.27,161.02,165.01,32502538,86.175,87.225,85.21,86.77,59267156
2022-12-22,134.352,134.56,130.3,132.23,77852108,241.255,241.99,233.87,238.19,28651664,88.16,88.54,86.32,87.76,27658293,160.935,161.38,148.82,153.39,56504527,85.52,85.68,82.25,83.79,81431314
2022-12-23,130.92,132.415,129.64,131.86,63814893,236.11,238.87,233.9428,238.73,21206982,87.11,89.545,87.07,89.23,23003035,151.96,153.39,148.83,152.06,34932563,83.25,85.78,82.9344,85.25,57433655
2022-12-27,131.38,131.41,128.72,130.03,69007830,238.7,238.93,235.83,236.96,16688648,88.795,88.94,87.01,87.39,20097346,150.74,151.0,140.56,141.21,46490226,84.97,85.35,83.0,83.04,57284035
2022-12-28,129.67,131.0275,125.87,126.04,85438391,236.89,239.72,234.17,234.53,17457104,86.98,88.04,85.94,86.02,19523176,139.27,142.62,138.84,140.36,35106645,82.8,83.48,81.69,81.82,58228575
2022-12-29,127.99,130.4814,127.73,129.61,75703710,235.65,241.92,235.65,241.01,19770693,86.62,88.845,86.61,88.45,23333537,144.02,146.83,142.27,146.03,35492324,82.87,84.55,82.55,84.18,54995895
2022-12-30,128.41,129.95,127.43,129.93,77034209,238.21,239.96,236.66,239.82,21938472,86.98,88.3,86.57,88.23,23986297,143.34,146.2899,142.33,146.14,31048983,83.12,84.05,82.47,84.0,62401194
